idx,First_pokemon,Second_pokemon,Winner,Loser
13541,9,37,9,37
13542,768,706,706,768
13543,575,140,140,575
13544,592,153,153,592
13545,229,76,229,76
13546,456,63,63,456
13547,187,345,345,187
13548,192,357,192,357
13549,64,765,765,64
13550,162,184,184,162
13551,76,339,339,76
13552,128,301,301,128
13553,651,158,651,158
13554,506,228,228,506
13555,396,586,586,396
13556,143,44,44,143
13557,427,267,427,267
13558,174,460,174,460
13559,345,324,345,324
13560,573,84,84,573
13561,657,286,286,657
13562,16,651,651,16
13563,704,57,704,57
13564,612,562,612,562
13565,91,693,693,91
13566,134,739,134,739
13567,547,121,121,547
13568,568,562,568,562
13569,54,365,365,54
13570,578,201,201,578
13571,333,510,333,510
13572,317,301,301,317
13573,429,432,432,429
13574,32,15,32,15
13575,282,532,532,282
13576,137,704,704,137
13577,22,651,651,22
13578,601,614,614,601
13579,785,48,48,785
13580,2,733,2,733
13581,632,577,632,577
13582,611,751,751,611
13583,261,762,261,762
13584,774,539,539,774
13585,650,495,495,650
13586,707,773,773,707
13587,215,450,450,215
13588,640,282,282,640
13589,193,359,193,359
13590,758,676,758,676
13591,589,796,589,796
13592,327,484,484,327
13593,55,400,55,400
13594,487,350,350,487
13595,255,369,255,369
13596,431,589,431,589
13597,751,411,751,411
13598,658,642,658,642
13599,453,411,453,411
13600,596,85,85,596
13601,742,659,742,659
13602,25,114,25,114
13603,484,360,360,484
13604,103,771,103,771
13605,446,14,446,14
13606,787,277,787,277
13607,341,285,341,285
13608,451,758,758,451
13609,91,492,91,492
13610,260,634,260,634
13611,193,181,193,181
13612,323,475,475,323
13613,633,465,633,465
13614,197,481,481,197
13615,161,567,161,567
13616,521,75,521,75
13617,101,795,795,101
13618,624,83,83,624
13619,770,135,135,770
13620,477,410,477,410
13621,391,495,391,495
13622,345,248,248,345
13623,397,75,397,75
13624,549,652,549,652
13625,632,102,102,632
13626,514,605,514,605
13627,502,23,23,502
13628,443,718,718,443
13629,710,77,710,77
13630,583,326,583,326
13631,484,737,737,484
13632,177,98,177,98
13633,355,504,355,504
13634,386,750,750,386
13635,440,542,542,440
13636,237,457,457,237
13637,707,91,707,91
13638,357,277,357,277
13639,717,679,679,717
13640,45,359,359,45
13641,473,576,576,473
13642,671,21,21,671
13643,557,264,557,264
13644,132,464,464,132
13645,368,307,307,368
13646,645,136,136,645
13647,534,109,109,534
13648,229,578,229,578
13649,697,666,697,666
13650,517,109,517,109
13651,224,389,224,389
13652,114,256,114,256
13653,612,517,612,517
13654,365,132,132,365
13655,660,763,660,763
13656,119,123,123,119
13657,60,611,611,60
13658,257,591,257,591
13659,264,342,264,342
13660,460,366,366,460
13661,234,485,234,485
13662,547,627,547,627
13663,797,104,797,104
13664,568,523,568,523
13665,787,329,787,329
13666,275,228,275,228
13667,68,486,68,486
13668,406,797,797,406
13669,638,124,124,638
13670,200,790,200,790
13671,400,95,95,400
13672,506,112,112,506
13673,381,745,745,381
13674,625,434,434,625
13675,3,4,4,3
13676,435,522,522,435
13677,27,314,314,27
13678,391,406,391,406
13679,771,333,771,333
13680,23,542,23,542
13681,706,702,702,706
13682,192,118,192,118
13683,449,714,714,449
13684,80,373,80,373
13685,710,621,710,621
13686,79,518,518,79
13687,89,269,269,89
13688,17,123,123,17
13689,148,489,148,489
13690,567,778,778,567
13691,146,481,481,146
13692,453,706,706,453
13693,526,624,624,526
13694,771,323,771,323
13695,178,383,383,178
13696,784,248,248,784
13697,687,348,687,348
13698,85,486,85,486
13699,755,769,755,769
13700,42,319,42,319
13701,385,152,152,385
13702,588,193,588,193
13703,502,784,502,784
13704,533,321,533,321
13705,357,752,752,357
13706,383,190,383,190
13707,496,244,496,244
13708,229,699,699,229
13709,435,136,136,435
13710,562,146,146,562
13711,173,676,676,173
13712,565,689,565,689
13713,9,632,9,632
13714,375,227,375,227
13715,386,274,274,386
13716,697,542,542,697
13717,257,608,608,257
13718,273,211,273,211
13719,785,507,785,507
13720,745,84,745,84
13721,642,492,642,492
13722,136,182,136,182
13723,379,538,538,379
13724,734,233,233,734
13725,758,252,758,252
13726,569,117,569,117
13727,557,374,557,374
13728,396,606,606,396
13729,131,329,131,329
13730,105,222,222,105
13731,146,478,478,146
13732,242,311,311,242
13733,747,509,747,509
13734,615,23,23,615
13735,230,360,230,360
13736,670,344,344,670
13737,104,541,541,104
13738,77,247,247,77
13739,25,316,316,25
13740,606,558,606,558
13741,592,548,548,592
13742,516,536,516,536
13743,218,356,218,356
13744,85,694,694,85
13745,466,316,316,466
13746,404,707,707,404
13747,420,789,420,789
13748,315,199,199,315
13749,200,440,440,200
13750,620,714,714,620
13751,498,472,472,498
13752,357,638,638,357
13753,549,57,57,549
13754,765,767,765,767
13755,785,645,785,645
13756,705,553,553,705
13757,239,423,423,239
13758,696,462,462,696
13759,754,615,615,754
13760,134,99,134,99
13761,531,177,177,531
13762,293,247,247,293
13763,764,460,764,460
13764,415,125,125,415
13765,495,147,147,495
13766,633,452,633,452
13767,284,379,284,379
13768,785,675,785,675
13769,247,145,247,145
13770,171,297,171,297
13771,596,30,30,596
13772,768,176,768,176
13773,667,124,124,667
13774,596,699,699,596
13775,590,448,590,448
13776,786,238,786,238
13777,523,379,523,379
13778,337,72,72,337
13779,370,292,370,292
13780,602,165,165,602
13781,156,575,156,575
13782,776,29,776,29
13783,361,428,428,361
13784,671,112,671,112
13785,410,303,410,303
13786,155,206,155,206
13787,242,138,138,242
13788,424,223,424,223
13789,790,770,770,790
13790,174,599,174,599
13791,97,372,372,97
13792,49,437,437,49
13793,668,274,274,668
13794,736,315,736,315
13795,535,691,535,691
13796,123,521,521,123
13797,86,738,86,738
13798,683,155,155,683
13799,535,399,535,399
13800,290,120,120,290
13801,404,226,404,226
13802,125,39,125,39
13803,787,526,526,787
13804,635,233,635,233
13805,156,395,156,395
13806,495,563,495,563
13807,433,448,448,433
13808,226,31,31,226
13809,630,679,679,630
13810,89,405,405,89
13811,315,476,476,315
13812,8,123,8,123
13813,742,695,742,695
13814,622,708,708,622
13815,191,551,551,191
13816,30,541,541,30
13817,364,619,619,364
13818,672,152,672,152
13819,174,692,692,174
13820,578,202,202,578
13821,359,718,718,359
13822,58,373,58,373
13823,180,306,306,180
13824,659,518,518,659
13825,684,125,125,684
13826,303,522,522,303
13827,799,443,443,799
13828,97,8,8,97
13829,19,302,302,19
13830,284,307,307,284
13831,151,441,441,151
13832,783,55,55,783
13833,554,323,554,323
13834,412,142,142,412
13835,465,286,465,286
13836,710,109,710,109
13837,337,352,337,352
13838,539,119,539,119
13839,219,539,219,539
13840,53,192,192,53
13841,247,472,472,247
13842,191,730,730,191
13843,365,592,592,365
13844,783,715,715,783
13845,754,458,458,754
13846,440,690,690,440
13847,523,609,523,609
13848,365,722,722,365
13849,783,672,672,783
13850,25,628,25,628
13851,445,525,525,445
13852,572,758,572,758
13853,641,223,223,641
13854,266,737,737,266
13855,42,330,42,330
13856,376,348,348,376
13857,40,741,40,741
13858,289,512,512,289
13859,268,651,268,651
13860,20,210,20,210
13861,361,673,361,673
13862,580,95,95,580
13863,578,421,421,578
13864,405,138,138,405
13865,239,629,629,239
13866,140,286,286,140
13867,781,249,249,781
13868,680,437,437,680
13869,535,741,535,741
13870,484,680,484,680
13871,554,368,554,368
13872,430,749,749,430
13873,522,69,522,69
13874,528,691,691,528
13875,580,537,537,580
13876,578,441,441,578
13877,77,375,375,77
13878,490,52,490,52
13879,551,117,551,117
13880,719,536,536,719
13881,188,729,729,188
13882,748,141,748,141
13883,304,492,492,304
13884,35,153,153,35
13885,258,453,453,258
13886,201,777,777,201
13887,754,548,548,754
13888,206,684,684,206
13889,186,732,186,732
13890,316,401,316,401
13891,685,612,612,685
13892,94,511,511,94
13893,680,658,658,680
13894,185,675,185,675
13895,10,700,700,10
13896,761,787,787,761
13897,123,54,123,54
13898,591,330,330,591
13899,241,544,544,241
13900,56,543,56,543
13901,418,649,418,649
13902,237,150,150,237
13903,192,703,703,192
13904,427,525,427,525
13905,150,18,18,150
13906,171,190,171,190
13907,518,797,797,518
13908,677,370,677,370
13909,316,182,316,182
13910,174,335,335,174
13911,207,737,737,207
13912,619,542,542,619
13913,137,684,684,137
13914,172,113,172,113
13915,36,3,3,36
13916,318,309,309,318
13917,55,530,55,530
13918,47,683,47,683
13919,146,484,484,146
13920,502,282,502,282
13921,399,656,656,399
13922,515,157,157,515
13923,27,664,27,664
13924,714,327,327,714
13925,490,318,490,318
13926,193,166,166,193
13927,71,97,71,97
13928,313,457,313,457
13929,428,620,428,620
13930,428,42,428,42
13931,191,493,191,493
13932,163,532,532,163
13933,75,621,75,621
13934,645,159,159,645
13935,722,95,95,722
13936,193,478,478,193
13937,133,375,133,375
13938,255,445,255,445
13939,407,477,477,407
13940,652,368,368,652
13941,588,696,696,588
13942,355,781,781,355
13943,338,167,338,167
13944,97,57,57,97
13945,703,394,394,703
13946,564,392,392,564
13947,372,765,765,372
13948,630,108,108,630
13949,392,97,392,97
13950,684,86,684,86
13951,388,674,674,388
13952,640,441,441,640
13953,678,259,259,678
13954,364,381,364,381
13955,476,613,476,613
13956,692,231,692,231
13957,23,97,23,97
13958,248,680,248,680
13959,484,457,484,457
13960,526,80,80,526
13961,627,470,470,627
13962,597,79,79,597
13963,83,686,686,83
13964,193,130,193,130
13965,671,132,132,671
13966,337,568,337,568
13967,309,446,446,309
13968,709,2,709,2
13969,177,394,394,177
13970,63,702,702,63
13971,42,384,384,42
13972,370,625,370,625
13973,265,35,265,35
13974,44,233,44,233
13975,398,134,398,134
13976,27,333,333,27
13977,535,610,610,535
13978,672,621,672,621
13979,507,542,542,507
13980,675,620,620,675
13981,237,645,645,237
13982,135,353,135,353
13983,366,355,366,355
13984,153,785,785,153
13985,137,374,137,374
13986,84,430,430,84
13987,578,780,780,578
13988,366,345,366,345
13989,95,206,206,95
13990,780,241,780,241
13991,716,799,799,716
13992,130,780,130,780
13993,648,422,648,422
13994,82,101,82,101
13995,787,243,787,243
13996,457,453,457,453
13997,435,218,435,218
13998,248,141,248,141
13999,710,370,710,370
14000,527,644,527,644
14001,73,11,11,73
14002,623,717,717,623
14003,420,241,420,241
14004,274,354,354,274
14005,40,776,40,776
14006,527,790,527,790
14007,14,60,60,14
14008,593,67,67,593
14009,371,571,371,571
14010,756,795,756,795
14011,687,300,300,687
14012,629,467,467,629
14013,765,579,765,579
14014,147,193,147,193
14015,726,24,24,726
14016,517,780,780,517
14017,95,382,382,95
14018,594,645,645,594
14019,747,19,747,19
14020,176,362,362,176
14021,132,224,224,132
14022,398,184,184,398
14023,81,530,530,81
14024,517,50,517,50
14025,259,277,259,277
14026,374,140,374,140
14027,145,367,367,145
14028,403,215,403,215
14029,268,537,537,268
14030,68,41,68,41
14031,230,744,230,744
14032,223,308,223,308
14033,444,384,444,384
14034,180,551,551,180
14035,394,720,394,720
14036,56,729,56,729
14037,334,317,317,334
14038,31,460,31,460
14039,330,651,330,651
14040,608,708,608,708
14041,630,663,663,630
14042,309,747,747,309
14043,369,669,369,669
14044,348,481,481,348
14045,248,232,248,232
14046,470,760,760,470
14047,665,268,268,665
14048,535,188,535,188
14049,202,177,177,202
14050,231,289,289,231
14051,257,729,729,257
14052,354,582,582,354
14053,754,630,630,754
14054,430,461,430,461
14055,579,773,773,579
14056,430,125,430,125
14057,794,579,794,579
14058,767,79,79,767
14059,374,177,177,374
14060,635,26,635,26
14061,788,671,671,788
14062,52,725,725,52
14063,62,669,669,62
14064,574,784,574,784
14065,789,44,44,789
14066,289,274,274,289
14067,601,703,703,601
14068,597,105,597,105
14069,57,150,57,150
14070,13,590,590,13
14071,189,448,448,189
14072,106,549,549,106
14073,219,118,219,118
14074,489,650,650,489
14075,772,105,772,105
14076,578,361,361,578
14077,1,684,1,684
14078,478,79,478,79
14079,515,461,515,461
14080,261,61,261,61
14081,118,615,615,118
14082,62,457,62,457
14083,399,633,633,399
14084,545,746,545,746
14085,188,414,414,188
14086,308,784,784,308
14087,393,430,393,430
14088,44,579,44,579
14089,762,674,674,762
14090,286,300,300,286
14091,399,407,407,399
14092,468,7,7,468
14093,231,277,277,231
14094,207,400,400,207
14095,235,630,630,235
14096,173,237,173,237
14097,374,80,80,374
14098,721,417,721,417
14099,333,691,691,333
14100,627,158,158,627
14101,716,159,159,716
14102,345,409,409,345
14103,279,214,214,279
14104,424,462,424,462
14105,160,553,553,160
14106,418,232,418,232
14107,620,671,671,620
14108,393,377,377,393
14109,226,341,341,226
14110,793,528,528,793
14111,685,786,786,685
14112,231,180,180,231
14113,29,438,438,29
14114,39,502,502,39
14115,513,205,513,205
14116,258,125,125,258
14117,521,769,521,769
14118,800,657,800,657
14119,798,410,410,798
14120,707,626,707,626
14121,145,138,138,145
14122,11,312,11,312
14123,68,344,344,68
14124,768,85,85,768
14125,186,585,186,585
14126,118,700,700,118
14127,258,251,258,251
14128,222,96,222,96
14129,65,529,65,529
14130,272,769,272,769
14131,499,669,669,499
14132,282,47,47,282
14133,789,304,304,789
14134,187,656,656,187
14135,92,594,92,594
14136,139,533,139,533
14137,666,776,776,666
14138,59,100,100,59
14139,386,800,800,386
14140,43,657,657,43
14141,476,96,476,96
14142,240,541,541,240
14143,795,775,795,775
14144,174,264,264,174
14145,85,188,85,188
14146,156,353,353,156
14147,798,289,289,798
14148,244,409,409,244
14149,280,58,280,58
14150,127,745,745,127
14151,211,311,311,211
14152,576,716,576,716
14153,666,92,92,666
14154,664,528,528,664
14155,131,118,131,118
14156,645,268,268,645
14157,35,731,731,35
14158,690,536,536,690
14159,32,376,376,32
14160,324,241,241,324
14161,523,623,623,523
14162,707,353,707,353
14163,787,323,323,787
14164,246,759,246,759
14165,164,371,164,371
14166,388,199,388,199
14167,639,189,639,189
14168,74,295,295,74
14169,85,581,85,581
14170,638,189,638,189
14171,493,58,58,493
14172,53,531,531,53
14173,41,548,548,41
14174,542,339,339,542
14175,580,387,387,580
14176,401,136,136,401
14177,351,198,351,198
14178,694,565,694,565
14179,553,330,553,330
14180,597,534,534,597
14181,178,184,184,178
14182,606,590,590,606
14183,134,758,134,758
14184,164,129,164,129
14185,774,543,543,774
14186,783,354,783,354
14187,631,603,603,631
14188,142,295,142,295
14189,510,690,690,510
14190,654,242,242,654
14191,619,628,628,619
14192,207,435,435,207
14193,659,430,430,659
14194,769,713,713,769
14195,660,195,660,195
14196,268,690,690,268
14197,686,358,686,358
14198,635,428,635,428
14199,182,25,25,182
14200,567,475,475,567
14201,72,719,72,719
14202,620,428,428,620
14203,98,696,696,98
14204,444,41,444,41
14205,396,754,396,754
14206,43,676,43,676
14207,496,669,669,496
14208,438,138,438,138
14209,760,636,760,636
14210,292,441,441,292
14211,376,163,163,376
14212,690,760,690,760
14213,50,286,286,50
14214,415,770,770,415
14215,737,61,737,61
14216,119,5,5,119
14217,201,363,363,201
14218,219,793,793,219
14219,75,407,75,407
14220,558,714,714,558
14221,642,133,133,642
14222,751,387,387,751
14223,470,769,769,470
14224,765,689,765,689
14225,100,424,424,100
14226,414,308,414,308
14227,634,558,634,558
14228,582,251,251,582
14229,432,769,432,769
14230,764,25,25,764
14231,604,784,604,784
14232,549,181,549,181
14233,694,702,694,702
14234,27,355,27,355
14235,137,352,137,352
14236,73,298,298,73
14237,575,417,575,417
14238,744,595,744,595
14239,535,770,535,770
14240,749,254,254,749
14241,672,758,758,672
14242,400,267,267,400
14243,541,595,541,595
14244,65,680,65,680
14245,388,529,388,529
14246,223,656,223,656
14247,126,363,363,126
14248,413,2,413,2
14249,366,197,366,197
14250,402,9,9,402
14251,588,399,588,399
14252,523,475,475,523
14253,418,68,418,68
14254,751,684,751,684
14255,164,731,164,731
14256,74,493,493,74
14257,374,314,314,374
14258,588,333,333,588
14259,77,542,542,77
14260,104,284,284,104
14261,615,608,615,608
14262,163,439,163,439
14263,293,186,186,293
14264,754,399,754,399
14265,499,117,499,117
14266,737,261,737,261
14267,177,131,131,177
14268,686,467,467,686
14269,267,509,509,267
14270,2,623,623,2
14271,218,272,272,218
