,totalDiff,HPDiff,attackDiff,DefenseDiff,SpAtkDiff,SpdefDiff,SpeedDiff,DAMAGE_A,DAMAGE_SP,TR,win_mapping
13980,-145,-11,-25,-25,-10,-35,-39,41.952,54.919322033898304,1.5,0
13981,185,5,23,17,30,40,70,34.70806153846154,91.23771428571429,0.0,1
13982,-70,5,-50,-10,-75,0,60,25.372965517241376,194.02799999999996,0.5,1
13983,1,-5,25,-17,7,-5,-4,68.7144827586207,33.12,0.0,0
13984,192,22,45,35,5,35,50,75.624,75.624,0.0,1
13985,-190,0,-95,35,-115,45,-60,13.892,18.5472,0.0,0
13986,13,31,-55,9,42,13,-27,50.40184615384615,64.5642857142857,-1.0,0
13987,90,25,10,45,-30,25,15,35.5488,61.6116923076923,0.5,1
13988,115,35,0,25,30,40,-15,75.624,43.47811764705882,0.0,0
13989,94,30,55,-9,0,-3,21,45.357415384615386,88.11497142857145,0.0,1
13990,-80,20,-83,17,-42,-2,10,19.26155294117647,61.051199999999994,0.0,0
13991,-134,-55,-65,-21,5,-27,29,33.58707692307692,38.54142857142857,0.0,1
13992,-195,-20,0,-20,-90,-70,5,19.7616,31.095999999999997,0.0,1
13993,-15,10,45,70,-70,-10,-60,39.19199999999999,20.01726315789474,0.0,1
13994,14,0,-10,47,-47,0,24,45.09051428571429,63.480000000000004,0.0,1
13995,-20,0,-18,103,-78,33,-60,51.724608,58.6224,-1.0,1
13996,120,-95,76,47,42,27,23,118.68,96.60000000000001,0.0,1
13997,-40,-20,-35,-29,50,-20,14,33.12,38.742222222222225,0.0,1
13998,160,19,90,25,10,-5,21,74.54905263157895,88.79314285714285,1.5,1
13999,213,32,75,15,0,55,36,39.19199999999999,97.97999999999999,0.0,1
14000,-100,11,17,-30,-30,-45,-23,30.784615384615385,24.744827586206895,0.0,0
14001,-110,-28,-70,-10,26,3,-31,40.61142857142857,25.53,0.0,0
14002,220,25,35,-5,65,25,75,47.599384615384615,117.26057142857142,0.5,1
14003,-55,-20,-35,-25,-20,-10,55,9.186857142857145,30.981,-1.5,0
14004,53,13,27,24,2,-38,25,36.55836144578313,48.300000000000004,0.0,1
14005,4,-27,8,-119,21,69,52,56.58,152.39142857142858,0.0,1
14006,-125,-5,-22,-13,-45,-30,-10,22.37723076923077,16.008000000000003,0.0,0
14007,-80,10,15,-10,-25,-15,-55,42.8352,16.928,0.0,0
14008,124,20,42,37,2,17,6,61.18867924528302,39.761250000000004,-1.0,1
14009,-120,-26,-20,-35,4,-20,-23,82.88177777777778,63.04421052631578,2.0,1
14010,220,25,70,70,30,40,-15,124.19999999999999,32.76282352941177,0.0,0
14011,72,-10,35,10,27,15,-5,30.61976470588235,23.351999999999997,-1.0,0
14012,25,-6,-17,-17,25,13,27,36.156,39.192,0.0,1
14013,55,0,-10,-10,15,25,35,25.769684210526314,39.19199999999999,0.0,1
14014,-174,-29,-17,-28,-52,-24,-24,16.793066666666668,19.621090909090906,0.0,0
14015,61,15,-10,49,45,-32,-6,72.82153846153845,35.28857142857144,0.0,0
14016,275,70,55,60,60,40,-10,147.10799999999998,23.0115,0.0,0
14017,10,34,40,20,-40,-25,-19,82.938,67.2691525423729,1.0,0
14018,71,9,-42,36,38,1,29,64.2896,42.10656,-1.0,1
14019,-305,-45,-54,-46,-45,-35,-80,18.2436,19.154400000000003,0.0,0
14020,-50,-35,-40,-135,45,55,60,22.908,74.244,-0.5,0
14021,45,-5,30,0,50,0,-30,44.39657142857143,25.179692307692306,0.0,0
14022,-225,-5,-20,-35,-35,-105,-25,58.809230769230766,27.048000000000002,0.0,0
14023,140,40,35,55,25,-25,10,28.168235294117643,24.150000000000002,0.0,1
14024,50,0,3,-3,-5,5,50,22.016914285714286,47.288,0.0,1
14025,108,23,70,10,35,15,-45,80.316,9.3495,0.0,1
14026,-265,-20,-55,-60,-65,-40,-25,19.32,32.361000000000004,0.0,0
14027,-5,-40,29,25,-6,-35,22,20.5068,46.92,0.0,1
14028,80,50,69,3,-10,-7,-25,40.926857142857145,45.12279069767442,0.0,0
14029,187,20,50,47,10,25,35,60.444,96.4422857142857,0.0,1
14030,105,-25,26,62,-4,29,17,38.339999999999996,32.78689655172413,0.0,1
14031,161,25,45,73,-15,13,20,39.633599999999994,19.595999999999997,-0.5,1
14032,65,15,50,0,-20,-10,30,39.19199999999999,33.98742857142858,0.0,1
14033,-335,-60,-80,-70,-60,-20,-45,27.3792,63.8112,1.5,0
14034,160,4,72,-35,59,2,58,41.794285714285714,41.10947368421053,0.0,1
14035,-158,-75,-1,-52,-15,-32,17,20.976,23.778461538461535,0.0,1
14036,394,69,50,185,30,50,10,282.072,75.624,0.5,0
14037,-104,-25,-24,-65,-9,-35,54,27.459661016949152,53.36,0.0,1
14038,-15,-20,-30,20,-5,-10,30,78.66,175.812,0.5,1
14039,-200,-40,-83,-35,-43,-25,26,14.282999999999998,16.56,-0.5,1
14040,-191,-10,-50,-53,-30,-23,-25,0.0,0.0,-1.0,0
14041,-52,-4,12,-14,-3,1,-44,59.94853012048192,62.97046153846155,1.0,0
14042,183,23,70,5,35,5,45,18.194769230769232,56.028000000000006,-0.5,1
14043,-147,-26,8,-44,1,-39,-47,14.145,9.265714285714287,0.0,0
14044,0,-5,-35,-25,70,-15,10,48.300000000000004,37.04894117647059,-1.0,1
14045,-175,4,-57,-67,3,-24,-34,70.288,71.95482352941177,1.0,0
14046,-195,-35,-49,-40,-20,-30,-21,29.604631578947366,44.5672131147541,0.0,0
14047,302,0,40,79,60,52,71,89.3872,262.64160000000004,0.0,1
14048,85,5,-1,11,45,45,-20,63.480000000000004,43.239999999999995,0.0,0
14049,310,-25,-35,195,-10,200,-15,421.72799999999995,421.72799999999995,0.0,0
14050,32,-35,39,18,-15,33,-8,143.96159999999998,108.27692307692308,1.0,0
14051,165,25,40,38,55,43,-36,53.76480000000001,38.71263157894737,0.0,0
14052,133,51,22,10,59,27,-36,34.16879999999999,26.321907692307686,-1.5,0
14053,176,-10,111,-75,111,-75,114,13.32,22.999999999999996,-1.0,1
14054,-167,-17,-3,-7,-45,-37,-58,25.248888888888892,13.58138613861386,0.0,0
14055,10,-55,55,-80,120,-80,50,14.904,10.046399999999998,0.0,1
14056,416,76,76,45,95,68,56,98.9,85.79106976744185,0.0,1
14057,27,18,49,42,-5,-55,-22,58.86528,26.180571428571433,-1.0,0
14058,-107,-42,4,1,5,-20,-55,55.384,16.928,0.0,0
14059,57,20,14,0,15,-10,18,46.47839999999999,25.295257731958763,0.0,1
14060,-26,25,45,32,-87,-15,-26,66.82626206896552,73.83,0.0,0
14061,-29,-6,14,15,-17,11,-46,35.078709677419354,30.98197183098592,0.0,0
14062,30,-10,50,-20,-30,-10,50,0.0,0.0,-1.0,0
14063,163,16,32,-7,54,8,60,54.92400000000001,58.740878048780495,0.0,1
14064,-201,-18,-7,10,-49,-65,-72,20.49555555555555,7.755599999999999,-1.5,0
14065,-210,-5,-20,-10,-65,-35,-75,35.52282352941177,28.529684210526312,1.5,0
14066,-270,-34,-62,0,-85,-20,-69,11.58096,11.226486486486486,-1.5,0
14067,56,15,17,10,22,-35,27,49.359069767441866,50.46857142857142,0.0,1
14068,50,0,40,-50,-40,15,85,45.99999999999999,151.248,1.5,1
14069,122,-31,-32,60,85,50,-10,180.3936,100.74,1.0,0
14070,-174,13,-55,-36,-15,-31,-50,12.696000000000002,13.969846153846152,0.0,0
14071,-117,-15,-27,-30,-27,15,-33,28.2624,44.656800000000004,0.0,0
14072,115,30,15,-30,30,20,50,42.228,70.41942857142857,0.0,1
14073,-95,50,-70,-40,-25,20,-30,7.313999999999999,42.228,0.0,0
14074,172,18,44,30,31,-27,76,33.152093023255816,28.704000000000004,-0.5,1
14075,147,66,-15,35,57,45,-41,129.3888,104.40685714285715,1.0,0
14076,15,-14,-25,-1,30,15,10,107.52960000000002,140.83885714285714,1.5,1
14077,160,20,20,25,55,5,35,46.47839999999999,57.40800000000001,0.0,1
14078,91,50,16,0,11,0,14,52.92,98.9,0.0,1
14079,-10,15,-2,27,-55,-10,15,43.02694736842105,32.76282352941177,0.0,1
14080,25,-30,-25,50,45,0,-15,233.49599999999998,35.5488,0.0,0
14081,-190,-20,28,-133,-12,-93,40,59.7804255319149,114.81600000000002,1.5,1
14082,-220,10,-65,-10,-65,-10,-80,17.94,20.108571428571427,0.0,0
14083,325,88,52,66,37,60,22,144.3085714285714,134.10352941176473,1.0,1
14084,-482,-30,-120,-122,-60,-55,-95,6.237599999999999,10.488,0.0,0
14085,-66,-19,-36,-38,6,-3,24,14.627999999999998,24.483219512195124,-0.5,0
14086,-135,15,-50,40,-105,40,-75,29.808,34.6656,2.0,1
14087,241,23,21,25,45,70,57,78.66,87.48558139534883,0.0,1
14088,-46,-11,-72,0,37,53,-53,57.40800000000001,48.95727835051545,0.0,0
14089,150,30,35,40,30,30,-15,87.768,28.476705882352938,0.0,0
14090,-10,25,-35,-10,15,20,-25,96.60000000000001,78.38399999999999,1.0,0
14091,-259,-33,-49,-33,-47,-32,-65,8.900366972477066,11.03448,-1.5,0
14092,195,-25,-50,190,-60,180,-40,61.23257142857143,94.48400000000001,-1.5,0
14093,-230,-60,-30,-40,-45,-40,-15,17.3328,27.048000000000002,-1.0,0
14094,1,10,30,-12,10,-12,-25,48.300000000000004,30.784615384615385,0.0,0
14095,64,10,25,24,-26,8,23,72.1385142857143,180.3936,1.5,1
14096,-207,-37,10,0,-30,-85,-65,16.180500000000002,7.755599999999999,0.0,0
14097,-50,8,32,-28,-1,-75,14,31.011360000000003,28.704000000000004,-0.5,1
14098,160,0,55,105,15,-5,-10,148.488,39.19199999999999,0.0,0
14099,-85,-16,18,48,-42,-25,-68,41.523647999999994,26.440800000000003,-1.0,0
14100,20,10,-23,-13,3,43,0,25.202112,54.5744,0.0,0
14101,-200,-45,-75,-35,-10,0,-35,8.832,15.9528,-0.5,0
14102,125,20,35,28,25,28,-11,32.76282352941177,30.784615384615385,0.0,0
14103,246,30,56,90,6,40,24,28.51021276595745,26.22,-0.5,1
14104,-420,-79,-56,-75,-70,-70,-70,16.422,17.94,0.0,0
14105,100,0,-45,15,70,35,25,84.732,58.4795294117647,0.0,1
14106,-45,10,40,35,-80,-15,-35,17.083448275862068,18.4575,-0.5,0
14107,-35,5,60,-45,5,-60,0,33.98742857142858,31.9056,0.0,0
14108,-105,0,30,10,-45,-35,-65,24.190588235294122,18.09978947368421,0.0,0
14109,62,58,-34,0,66,-17,-11,56.00676923076922,35.217600000000004,0.0,0
14110,-11,34,39,-42,-3,5,-44,53.01103448275862,32.199999999999996,0.0,0
14111,240,-20,-10,200,-30,150,-50,212.24400000000003,155.11200000000002,0.0,0
14112,-246,-41,-44,-27,-64,-17,-53,18.17353846153846,20.976,0.0,0
14113,35,21,22,-33,25,0,0,35.990399999999994,16.79353846153846,0.0,0
14114,50,-5,65,-5,-10,-10,15,45.816,30.911999999999995,0.0,1
14115,-285,-60,-95,-85,25,-35,-35,11.867999999999999,26.440800000000003,0.0,0
14116,153,9,17,36,49,-7,49,49.52346268656717,47.111999999999995,-1.0,1
14117,281,30,63,70,73,40,5,158.9178947368421,106.40861538461539,1.5,1
14118,-100,-15,-35,-70,30,40,-50,20.976,42.228,0.0,0
14119,325,46,42,-3,97,75,68,71.49962264150943,201.48,0.5,1
14120,-275,-10,-100,-70,-20,-25,-50,30.784615384615385,25.313142857142857,0.0,0
14121,125,-1,3,20,30,45,28,86.03314285714286,99.912,0.0,1
14122,110,25,48,40,-3,15,-15,50.171506849315065,41.33505882352941,0.0,0
14123,21,17,21,49,-11,-21,-34,113.90519999999998,46.46262857142857,1.5,0
14124,70,55,-47,-47,26,36,47,90.04224,282.40319999999997,1.0,1
14125,-240,-51,-25,-34,-30,-27,-73,0.0,0.0,-1.0,0
14126,-25,-45,-30,-45,45,25,25,32.844,123.924,1.0,1
14127,90,20,-10,20,25,15,20,66.51600000000002,97.4832,0.0,1
14128,30,30,55,-65,25,-70,55,20.8104,37.812,-1.5,1
14129,238,23,41,50,33,37,54,57.136119402985074,81.96000000000001,0.0,1
14130,350,20,115,33,75,15,92,0.0,0.0,-1.0,0
14131,160,30,40,35,30,30,-5,87.768,49.128,0.0,0
14132,106,27,44,60,-13,0,-12,71.57600000000001,34.638000000000005,0.0,0
14133,-265,-145,-35,-65,-5,-10,-5,32.844,44.75446153846154,1.0,0
14134,-95,-50,-20,-40,-5,-15,35,43.746,34.638000000000005,-1.0,1
14135,-30,25,35,-12,-65,-37,24,35.72228571428572,32.41395348837209,0.0,1
14136,63,17,40,27,22,-33,-10,18.937590361445782,25.668000000000003,-0.5,0
14137,130,35,35,30,-35,30,35,0.0,0.0,0.0,0
14138,-305,-36,-35,-85,-67,-57,-25,12.568615384615384,19.935085714285716,0.0,0
14139,-20,-12,-6,-10,-7,15,0,56.65263157894737,78.38399999999999,1.5,0
14140,155,-15,-4,34,14,46,80,79.26719999999999,142.65888,0.0,1
14141,-230,0,-20,-40,-90,-40,-40,11.0952,13.524000000000001,-1.5,0
14142,300,63,50,86,26,20,55,165.8208,178.57200000000003,0.0,1
14143,-175,-50,-35,-5,-31,-12,-42,70.288,51.42432000000001,1.5,0
14144,282,15,75,42,35,25,90,59.43200000000001,197.06400000000002,0.5,1
14145,235,100,50,25,0,65,-5,39.19199999999999,117.26057142857142,0.0,0
14146,405,35,65,25,130,100,50,112.05600000000001,239.56799999999998,-1.0,0
14147,-270,-50,-80,-35,-45,-35,-25,35.328,38.308800000000005,1.0,0
14148,340,40,115,45,90,40,10,75.624,35.144,0.0,1
14149,-32,-20,-15,35,30,-45,-17,56.00676923076922,18.832941176470587,0.0,0
14150,-30,35,-45,5,5,5,-35,27.186,18.29485714285714,-1.5,0
14151,-102,-25,21,-14,-30,-65,11,20.691375,28.2624,0.0,1
14152,205,50,30,35,70,45,-25,86.03314285714286,41.6208,0.0,0
14153,-343,-33,-110,-55,-20,-75,-50,25.179692307692306,16.008000000000003,0.0,0
14154,180,20,10,-10,40,40,80,54.372,91.23771428571429,0.0,1
14155,-205,-49,-69,-45,-15,-25,-2,27.687157894736842,47.553442622950826,-1.0,0
14156,-107,-7,-26,-3,-16,-12,-43,36.58971428571428,20.108571428571427,0.0,0
14157,-10,50,58,-32,-48,-32,-6,28.782857142857143,34.53209302325581,0.0,0
14158,185,20,50,0,50,10,55,0.0,0.0,-2.0,0
14159,-5,-25,-10,50,-20,5,-5,78.42646153846154,96.4422857142857,-1.0,0
14160,35,-7,2,30,27,15,-32,41.667961165048546,38.44082474226804,0.0,0
14161,375,40,60,60,85,75,55,58.809230769230766,127.66971428571429,0.5,1
14162,304,25,75,82,38,35,49,0.0,0.0,0.0,0
14163,159,23,28,73,1,14,20,267.08307692307693,107.52960000000002,1.5,1
14164,340,36,95,15,99,35,60,69.0,54.80571428571429,0.0,1
14165,305,-6,145,25,73,33,35,139.38,78.3564,0.0,1
14166,80,-45,0,25,65,30,5,39.19199999999999,124.19999999999999,0.0,1
14167,65,20,50,20,-10,-10,-5,45.263999999999996,46.47839999999999,0.0,0
14168,12,-15,-15,-10,15,25,12,41.994461538461536,34.09935483870968,0.0,1
14169,280,-20,25,80,55,90,50,89.28600000000002,269.928,0.0,1
14170,120,28,45,30,10,15,-8,61.962,25.024,0.0,0
14171,-75,-10,15,10,-20,10,-80,39.19199999999999,29.255999999999997,0.0,0
14172,-157,-10,-35,-32,-20,-15,-45,24.6192,32.361000000000004,0.0,0
14173,205,20,45,40,45,60,-5,37.457142857142856,44.39657142857143,-1.0,0
14174,-97,-2,-38,-3,-33,-21,0,0.0,0.0,0.0,0
14175,35,45,-15,33,-5,5,-28,17.7744,19.008387096774193,-1.5,0
14176,-90,55,-10,-60,-20,-65,10,8.464,14.1312,-1.5,1
14177,64,-2,24,43,-12,-21,32,70.7664,25.470857142857145,0.0,1
14178,240,70,15,-5,65,25,70,41.124,45.0984,-0.5,1
14179,-136,25,0,-52,-40,-52,-17,21.84342857142857,26.059534883720932,-1.0,0
14180,-273,-25,-60,-50,-34,-24,-80,18.37371428571429,18.453784615384617,0.0,0
14181,-23,-50,-35,29,5,4,24,67.60896,31.326,0.5,0
14182,-27,-21,-42,-53,47,20,22,21.51176470588235,50.171506849315065,0.0,1
14183,330,26,98,35,89,20,62,58.809230769230766,56.33647058823529,0.0,1
14184,-100,-41,-40,44,-80,44,-27,89.59384615384614,147.46285714285713,1.5,0
14185,-125,-16,-34,0,-61,-20,6,27.048000000000002,52.854,0.0,1
14186,-26,5,-8,2,-10,2,-17,45.43748571428572,35.232000000000006,0.5,0
14187,300,35,105,59,10,60,31,34.4724,48.7416,0.0,1
14188,-176,-40,-61,-25,5,-15,-40,34.71789473684211,30.084000000000003,0.0,0
14189,35,20,-25,15,0,50,-25,15.392307692307693,25.200923076923075,0.0,0
14190,-76,-5,-47,40,-39,-10,-15,44.607567567567564,20.976,-1.0,0
14191,-345,-65,-79,-75,-45,-55,-26,8.6664,11.138571428571428,0.0,0
14192,-295,-6,-130,71,-156,66,-140,21.178400000000003,23.64768,0.0,0
14193,-338,-48,-61,-40,-103,-37,-49,13.47529411764706,26.920168421052633,0.0,0
14194,124,4,39,76,-26,56,-25,62.417400000000015,96.67360000000002,0.5,1
14195,90,0,11,35,38,25,-19,73.06736842105262,48.300000000000004,0.5,0
14196,-130,-35,40,5,-50,-70,-20,62.19199999999999,41.952,2.0,1
14197,-130,-25,-5,-40,-35,-40,15,12.3096,12.3096,-0.5,1
14198,-3,10,4,5,15,5,-42,61.0512,22.999999999999996,0.0,0
14199,20,10,14,21,-9,9,-25,56.58,30.61976470588235,0.0,0
14200,277,-1,-11,0,127,50,112,52.095,93.84,0.0,1
14201,-125,-30,-5,25,-35,-25,-55,24.150000000000002,15.042000000000002,-0.5,0
14202,-115,-42,-20,30,-20,-45,-18,58.809230769230766,18.46344827586207,0.0,0
14203,162,15,75,22,-10,-5,65,45.263999999999996,65.21485714285714,0.0,1
14204,-162,-51,-22,-22,-49,-39,21,21.16,65.57379310344827,0.0,1
14205,-186,-57,-69,-40,-20,-15,15,47.156571428571425,100.2432,1.5,1
14206,115,85,55,-15,-25,30,-15,0.0,0.0,0.0,0
14207,-66,11,-51,-49,39,-19,3,85.1099076923077,54.78994285714285,1.5,1
14208,210,27,75,65,-1,21,23,78.936,72.3856,0.0,1
14209,-325,-34,-51,-33,-86,-76,-45,20.81189189189189,17.94,0.0,0
14210,-380,-66,-70,-35,-114,-20,-75,15.771428571428574,22.37723076923077,-1.0,0
14211,10,28,18,-40,3,-11,12,26.68,21.471176470588237,-0.5,1
14212,-25,-10,-25,0,25,15,-30,45.263999999999996,41.794285714285714,0.0,0
14213,59,-43,23,128,-49,8,-8,76.36,65.57379310344827,0.0,0
14214,7,6,-14,-6,14,-14,21,15.18581052631579,15.524188235294119,-1.5,1
14215,181,26,38,77,25,20,-5,75.624,41.994461538461536,0.0,0
14216,75,20,15,75,-55,25,-5,52.05035294117647,70.41942857142857,-1.0,0
14217,-225,-56,-51,-30,-41,-33,-14,20.836946564885498,26.68,0.0,0
14218,205,45,55,20,25,55,5,75.624,64.6944,0.0,1
14219,-272,-26,-9,-45,-84,-45,-63,7.734418604651162,8.97,-1.5,0
14220,-195,-8,-66,-30,-11,-30,-50,35.88,20.108571428571427,0.0,0
14221,65,-4,35,-15,67,-13,-5,24.70698795180723,30.784615384615385,0.0,0
14222,-37,-1,-11,-2,-10,-1,-12,57.72107462686567,103.72800000000001,1.0,0
14223,-61,-26,-45,-17,24,-7,10,35.25340540540541,28.869600000000002,0.0,1
14224,-360,-70,-115,-110,0,-55,-10,13.6896,16.928,0.0,0
14225,431,40,115,118,55,58,45,112.05600000000001,64.41415384615385,0.5,1
14226,-8,-10,-13,-5,-5,-5,30,35.144,35.144,0.0,1
14227,-35,-45,0,-28,10,-8,36,0.0,0.0,-2.0,0
14228,238,-27,36,40,28,27,134,51.698507462686564,74.03999999999999,0.0,1
14229,247,41,17,53,95,54,-13,131.00064,47.794,0.0,0
14230,-75,-29,-21,-11,-14,-16,16,25.805999999999997,18.70741463414634,-0.5,1
14231,210,45,65,50,45,-10,15,69.0,45.621176470588246,0.0,1
14232,-96,-33,19,40,-42,-81,1,96.19520000000003,37.904,1.5,1
14233,-298,-30,-60,-70,-114,-74,50,10.297655172413794,59.229600000000005,0.0,1
14234,0,-105,35,55,-35,25,25,43.239999999999995,45.263999999999996,0.0,1
14235,-35,0,10,10,-25,-5,-25,33.12,24.012,0.0,0
14236,-264,-30,-22,-102,-22,-102,14,26.076479999999997,37.73472,0.5,1
14237,-10,-10,-16,-17,14,6,13,54.4272,60.241600000000005,0.0,1
14238,-1,-73,-12,35,6,15,28,42.136,69.97075862068967,0.0,1
14239,-140,-28,-15,38,-50,-28,-57,45.621176470588246,18.618635294117645,0.5,0
14240,-162,-40,-5,-28,-38,-35,-16,34.90588235294118,22.7227397260274,0.0,0
14241,0,20,-24,0,10,0,-6,41.994461538461536,52.764705882352935,-1.0,0
14242,175,-5,-20,25,95,35,45,82.248,83.72,-1.0,1
14243,84,-19,44,-4,19,-19,63,38.742222222222225,93.84,-1.0,1
14244,30,4,110,-70,18,-67,35,39.19199999999999,78.3564,0.0,1
14245,-40,-100,0,25,-5,20,20,98.39399999999998,39.19199999999999,-1.0,1
14246,-40,-20,-45,30,-15,-15,25,16.381411764705884,14.391428571428571,-1.5,0
14247,195,20,73,67,15,10,10,61.962,57.40800000000001,0.5,1
14248,-120,-15,-25,-15,-95,-5,35,22.631999999999998,87.768,0.5,1
14249,-289,-43,-40,7,-85,-60,-68,44.47245283018868,45.5952,1.5,0
14250,135,-3,17,5,22,5,89,39.19199999999999,82.9104,0.0,1
14251,175,10,-6,66,86,39,-20,93.84,43.47811764705882,0.0,0
14252,90,-10,-15,-5,40,40,40,49.60114285714286,70.41942857142857,0.5,1
14253,217,1,76,0,115,0,25,54.80571428571429,54.80571428571429,-1.0,1
14254,398,44,117,45,98,48,46,67.81714285714287,46.13142857142857,0.0,1
14255,-5,12,10,5,0,5,-37,53.76480000000001,29.417560975609753,0.0,0
14256,-362,-107,-80,-35,-45,-30,-65,27.687157894736842,15.511199999999999,0.0,0
14257,-105,-3,-53,-125,17,-5,64,18.078,21.4176,-0.5,0
14258,-290,-25,-30,-50,-65,-75,-45,29.808,38.308800000000005,1.5,0
14259,-250,-65,-105,50,-65,-65,0,64.11915789473684,26.180571428571433,-1.0,0
14260,-165,10,23,-40,-62,-30,-66,48.10285714285715,33.786206896551725,1.5,1
14261,366,53,59,37,93,34,90,56.51213114754098,84.732,0.0,1
14262,-75,-65,-8,12,-26,14,-2,36.315789473684205,51.698507462686564,0.0,0
14263,172,31,32,22,44,39,4,50.45280000000001,132.45792,0.0,1
14264,240,-20,90,13,80,-5,82,112.38719999999998,175.536,1.0,1
14265,17,-9,-12,-33,69,-4,6,68.33759999999998,26.805120000000002,0.0,1
14266,-105,25,1,-21,-55,-30,-25,26.076479999999997,20.183999999999997,0.0,0
14267,-155,-40,-20,15,-45,-10,-55,32.76282352941177,15.432,0.0,0
14268,65,25,64,20,5,-50,1,45.263999999999996,53.76480000000001,-1.0,0
14269,-85,-12,4,-17,-23,0,-37,25.043650485436892,32.807010309278354,0.0,0
14270,-195,90,-67,-42,-67,-42,-67,11.94528,11.94528,0.0,0
14271,40,22,-10,16,25,-45,32,54.9792,71.07000000000001,0.0,1
14272,175,32,0,35,30,50,28,37.812,42.58285714285715,-0.5,1
14273,155,30,25,30,20,30,20,66.51600000000002,87.768,0.0,1
14274,100,-12,-40,-35,116,9,62,56.733333333333334,53.65764705882353,0.0,1
14275,-159,-15,-45,-87,-8,25,-29,24.744827586206895,39.56,0.0,0
14276,125,50,100,-155,135,-145,140,138.0,311.052,-1.5,1
14277,-195,-31,-15,-55,35,-59,-70,16.56,17.112,0.0,0
14278,390,36,85,60,85,60,64,50.82342857142857,50.82342857142857,0.0,1
14279,-20,15,60,-7,-50,-37,-1,37.457142857142856,32.41395348837209,0.0,0
14280,55,14,45,-40,15,-15,36,22.37723076923077,47.599384615384615,0.0,1
14281,70,5,-25,-10,-5,50,55,16.56,68.172,-0.5,0
14282,-146,-34,2,-31,-13,-36,-34,11.256144578313252,9.261923076923075,0.0,0
14283,-225,-46,-12,13,-37,-55,-88,43.138799999999996,22.494000000000003,0.0,0
14284,-10,12,-30,5,15,5,-17,96.60000000000001,92.26285714285714,1.0,0
14285,215,20,40,40,40,40,35,102.67200000000001,102.67200000000001,1.5,1
14286,146,33,45,-13,37,6,38,40.40639999999999,101.12640000000002,0.0,1
14287,110,1,-32,-17,70,49,39,133.76064,329.7648,1.0,1
14288,-340,-60,-85,-25,-60,-55,-55,31.601999999999997,20.976,0.0,0
14289,158,-6,40,15,23,20,66,70.7713432835821,233.21999999999997,1.0,1
14290,365,56,26,56,94,45,88,96.4422857142857,166.704,0.0,1
14291,-50,-71,-17,20,15,15,-12,39.19199999999999,49.312000000000005,0.0,0
14292,-114,-16,-19,-2,-44,-2,-31,26.931230769230773,26.036,0.0,0
14293,5,-19,0,10,25,20,-31,48.300000000000004,31.9056,0.0,0
14294,-100,20,-10,-40,-40,-75,45,21.4176,28.704000000000004,-0.5,1
14295,-250,-25,-40,-75,-60,-40,-10,7.685538461538461,14.391428571428571,0.0,0
14296,-80,-10,-50,-38,25,-8,1,42.8352,33.9296,0.5,0
14297,-209,4,-24,-21,-64,-21,-83,20.275384615384613,19.626666666666665,0.0,0
14298,-216,-66,-82,-15,-20,4,-37,36.58971428571428,31.9056,0.5,0
14299,-40,-20,5,-23,30,5,-37,32.42605714285714,26.580923076923078,0.0,0
14300,115,19,45,0,15,0,36,57.40800000000001,65.21485714285714,0.0,1
14301,-40,-45,-15,-15,-25,5,55,17.94,43.746,-1.0,0
14302,-235,-10,-40,-25,-45,-35,-80,30.64551724137931,30.64551724137931,1.5,0
14303,-80,-35,-10,5,10,-59,9,17.112,20.608,-1.5,1
14304,195,20,20,10,55,15,75,84.732,84.732,0.0,1
14305,-257,-32,-66,-69,-33,-29,-28,14.580000000000002,9.076901408450702,-0.5,0
14306,168,55,60,10,10,25,8,57.40800000000001,32.361000000000004,0.0,1
14307,-175,-16,-6,-46,-56,-16,-35,7.661379310344827,9.049894736842106,-1.5,0
14308,150,50,25,45,-10,30,10,88.79314285714285,114.81600000000002,1.0,1
14309,-75,0,10,-18,-35,-20,-12,13.220400000000001,19.595999999999997,-1.5,0
